,insc,cn2,ch2,lc2,rd2,cn,ch,lc,mt,rd
1580,306994c5a4709fc9524805e27a94b0af37b710d6,444.6,490.6,525,340,568.1,647.8,563.1,565.4,640
1581,05f29cbe52e4638f8522b4cf7156451be52f820f,507.1,580.4,574.1,600,463.5,615.1,571.7,446.6,460
1582,fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,469.7,614.8,582.7,740,611.7,637.1,649.2,493.6,640
1583,70a2ee9298bd2f3c3285b6cc90acdec0a552af62,474.2,613.2,564,460,384,424.6,483.3,383.8,380
1586,8a2887db89c942c5db855014d17f83d72a42d1da,402,545,430.9,520,464,475.5,539.1,472.8,280
1587,50fefecf2b22217f20e38de53a9d373f2e6fb479,505.2,445.3,543.7,440,375.8,472.7,386,339.7,0
1588,806c930bc010bd0594fb1988bad5371989cbf48c,418.5,435.1,418.5,600,428.3,490.1,456.3,359.7,460
1589,cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,475.6,497.5,515.1,460,442.1,503.9,521.5,404.8,580
1590,9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,454,559.1,542.7,520,452.9,414.7,471.5,394.2,560
1591,68714d974b0744f451c5ebc8fd4d8098f6eec52f,465.8,446.6,444.9,420,420,449,505.7,408,520
1592,014ea6d95ae315c024af366feda8ad406bf24711,485.2,617.8,572.8,620,506.3,514.1,486.7,425.4,620
1593,2ace1dee1b009246306a32a49ef67dc885559d05,536.9,597.9,532.7,560,561,567.3,595.3,499.5,520
1594,47e8256128b8451f996f90e19fef736fc88f674d,625.1,632,545.4,660,367.8,420.5,476.8,392,520
1595,5bd64029979188029b354f74a3615c3e3ae51773,530,566.4,532.9,360,402.2,514,467.7,360.3,640
1596,614a6af307a7a6f7c34e7f84970a86b22158c831,441.2,501.2,472.1,540,468,484,516,531.1,580
1598,52e63792b8830a6145aa22af560859087b89ec3b,424.8,462.3,482.3,520,516.4,482,548.6,439,640
1599,89a327243b1ccbf4bd9c83966951c9c3b334539a,492.1,546,469.3,400,482.6,448,539.4,434.8,740
1601,b75727e7f8339da2534837df6a3b87cd893a3d64,443.7,469.8,391.4,400,459.3,507.3,425.6,401.1,380
1604,6c998fe9d20676974cfbba5238729817364b81ff,448.9,446.6,506,340,578,512.1,537.5,374.7,560
1605,3f3b28575c4adf02995f473f9fc96af185ea0ba3,404.9,403.6,383.2,540,437,545.8,509.7,414.3,460
1608,5a9807c656339abe3e250fa7a6da78a597db03c2,475.2,560.6,544,560,499.1,587.5,548.6,455,360
1609,fbfbea6fd499c91e414273325f39473a8660d3cb,475.1,496.2,568.5,560,467.4,586.7,543.8,464.5,460
1610,8f5c721a8efdf18ad7178a4c7543115f4fdfc4f2,402.8,502.4,425.3,360,591.7,590,468.4,525.6,740
1611,e39ee7214eb0de339889086bbcc3fb9c27635e88,404.3,404.4,430.6,700,479.1,468.6,393.5,402.8,500
1612,f2c02571ccffbc71ed989ca6e81ce0a866aca9e6,471.9,545.5,540.1,420,532,563.2,580.9,566.6,580
1613,6a48260a4426d3440055e722abdf3904f72dbe71,445.2,480,474.8,400,452.1,470.4,465.8,365.4,240
1614,6d4020e289006dd2b3882a9535f648cc7733654b,605.7,637.6,628.8,620,420.5,452.5,478.2,397.4,420
1615,6959680884f838fa666cef4dcaf6f38c68015a75,383.8,559.2,583.6,640,385.7,433.3,396.2,381,300
1616,f10048cb12482c95e2bff728bb8b092c6de58185,499.9,461.6,549.3,540,487.4,594.7,632,675.6,560
1618,c38df26822878ec8aec4e990a7dce9fbe3b31c15,472.8,557.2,484.6,580,589.6,632.9,534.9,740.9,600
1619,82918decf898ff34c3fb8f74dcc741d89f2e887a,483.7,427,417,180,427.8,507.6,501.2,479.7,520
1620,0950ced524718e7354726002cce923bfd5768972,411,563.5,547.7,560,446.2,499.5,509,359.8,580
1621,eb844fe5f340bd85246c14507ec44d11a5ad1b3a,485.9,530.7,562.1,480,409,534.6,474.8,420.3,380
1622,915381e62e7a246910a872eb342807407e71317a,534.7,638.7,548.6,680,471.7,599,537.8,466.8,700
1623,774ac976cedb112ac8fb15af96fda500a5f027c1,453.9,491.1,479.5,460,406.2,519.2,482.3,433.4,520
1624,339c2ad1c2f8bb87c25560267bcdbd010cff4960,415.7,460.1,395.4,400,423.6,475,521.8,630,540
1625,7aaf4058b49b53fab1e8d023936c86a532346dd5,452.8,509.2,523.7,800,555.9,572.6,571.4,482,540
1626,a181c0c7546bc7c4907131706417c491da1a52cd,570.4,629.3,566.5,460,385,502.1,434,406.2,380
1627,a3686e592fcfaebf248e5ca8da561a4d782628a4,592.9,623.6,592.1,380,419.6,543.5,472.6,602.8,500
1628,b0f54de8605b95594f5079f8e93b398af2f52672,562.3,628.3,564.7,500,522.4,603.6,594.5,443.1,580
1629,77573ac0beae4de1eecd7e4ee31cb7ac0e517a62,408.4,450.7,506.1,320,450.3,531.8,540.3,422.7,840
1630,fc1f02a34be2f3228d7db83a4b426303e4ac55d9,399.9,503.6,497.3,400,503.9,420.8,482,399.3,440
1632,5a74fe1978357687517961c52b82afca941dce50,598.4,639.8,642.7,620,398.3,455,542.9,423.7,520
1634,2610ff8773cfa165eefd2ca5a29bcb5542d8c72a,486.2,467.6,560.9,520,443.2,553.8,552.7,456.2,500
1635,186f0e871262e3c34f65f1e4e2ae5d56f6c88fa7,438.3,486.9,529.5,600,614.7,620.3,561.2,581.2,760
1637,03d53fc3a9770da7b0844e78e47a52e798c04ce8,541.5,459.3,522.1,320,406,477.5,493.2,411.6,400
1638,f41128cb1056d63399675c16c8286d7210150017,385.9,584.2,514.2,480,619.3,632.3,615.7,686.5,540
1639,d2f05e8ae57d1364d32809b7d713e04fa63de853,403.5,480.7,507.3,420,418.3,482.8,413.1,415,0
1640,b96efbc24ac4066ae3936c2ddafe78ed418871e9,389.3,446.4,485.2,480,396.8,554,532,418.7,780
1643,abae954c927448239a5e6436078f418a979b0aad,522.2,558.9,500.2,600,506.6,545.8,566,353.2,560
1644,5b4829988c8d90c7c5245a0137eef128c18d8102,463.8,568.2,571.2,540,435.9,547.1,551.7,508.7,300
1645,756688c3fedf01c54dea31e8409a94b7a3c04694,501.9,552.6,582.4,460,508.6,536.6,566.6,492.9,420
1648,ace6be51908a3fe879847f98f5174cea72a01cdf,378.7,502.6,401.8,460,455.3,569.6,557.3,448.8,600
1649,e88db80e80a0b432135c243486ae3edf9d8b16db,434.3,585.9,541.7,700,596.5,667.6,625,456.7,580
1651,082c3d2ba280f6190e82793d850c788800c0e9ae,574.4,644.8,594.2,760,391.7,565.7,411.2,404.8,520
1652,8524fd62bdb022c65d047b3ac586b5c17e34953f,528.1,638.5,560.5,720,387.3,438,488.1,463.8,520
1657,3fe9446652f81c99b93ef1bf102f1022e5439fc8,432.2,586.1,493.7,600,390.8,426.8,460.3,590.3,320
1659,14ce0c624edc795fae639018735ade1be0211e59,428.8,534.2,509.7,440,478.3,620.1,576.7,519.5,600
1660,549788486cf78528c47ede31d8526421baf3295a,415.5,451.3,465.1,360,550.6,620.4,569.4,542.8,760
1661,9bed94403b260ef0410b3f7f5732d16d7e6d215f,630.8,573.7,478.1,600,465.7,499.5,503,457.4,400
1662,85fbd5d12e7a1c7fdba81bb79484c7ed02cbe52f,397,584.3,543.5,600,482,444.7,491.3,461.6,400
1663,6c517b7d64cde5d41ae87592cb14dd2fe3168465,455.8,500.1,555.2,580,460.7,500.1,509.7,439.9,560
1664,5d65fb52accaa2ca11b591301d82fdf6ffe7d6db,472.1,647.3,639.4,540,433.1,541.2,539.4,544.2,520
1666,a9249aa7951ddea050cc01b89a12ee5db95f38f1,474,582.3,469.6,480,488.7,563.1,521.2,455.4,580
1667,d1a429f4e4f169ecd88f052ea64c5ee6ca0349b1,413,430.1,460.5,0,517.8,574.8,536,521.5,660
1669,000d12a79ec47849650d1b3253771ceac2386a24,470.3,519.2,547.9,760,482.3,431.3,538.2,444.6,480
1672,50af85c0e1364b91cdcb1651a01a022ac37142e9,404.9,486.8,382.5,440,714.2,644.5,620.1,804.6,680
1674,c6725f9c8ca6ff205288b39bd9980c9116607361,363.5,450.1,443.5,460,377.2,403.6,487.6,400.3,560
1675,d42bc2942d9fa885151569ba45e2baf7ab81943c,432.5,490.9,450.2,460,383.7,458.8,423.7,401.3,560
1676,2eff9bef531ee4cfee4b05b324b0fa6dcef4e7af,423.4,492.3,499.6,480,386.1,495.7,498.5,432.5,500
1677,914f4ce9bd51ebabb9bb49c20bd9dc0eebced394,443.2,606.2,591.8,560,492.1,557.2,522.6,528.3,640
1680,b263fb8d3ef5b2d16b93e6b6e063eb46ef9fd21b,415.3,516.9,489.3,520,523.7,587.8,541.3,542.1,700
1681,5b1b4d4a9733a6cdf0110c7914355e64b2fae144,516.3,478.9,492.9,600,527.6,485.9,523.8,435.9,620
1682,22b66aad9fce2e642b0daf373bab9329d8433e00,509.7,508.7,540.7,540,387.9,585.3,450.5,377.4,560
1685,6d6bb144e6928e23299cb0eb7a74b64ec1db53c4,410.5,561,593.3,620,405.1,408.9,405.6,405.7,480
1687,1a430bd149b0943e380c2a9ccfa95e0bc741df3d,479.3,560.5,534,440,428.5,344.7,500,433.4,560
1689,03e6acb3a98cc51d6e56058043e291621582d9ab,441.1,481.9,468.7,500,492.5,501.1,491.5,458.9,440
1690,b76cf03d2dcc5fc1a43daa9a27ebb2ebce26a9d0,446.9,597.2,554.9,0,433.9,544.9,473.8,508.7,440
1692,015967617bb96a4bc84e4260886c823440005e70,449.7,546.3,606.9,660,449.9,441.5,471,392.5,80
1694,647ebe14005592face7077d248e95dc47d912b2a,405.7,451.5,507.4,600,376,566.7,543.9,513.9,520
1695,42d8dd907f98ffa9885c35b3bc70a1f3fba5dd2a,567.1,660.9,682.2,640,480.9,580.5,581.9,570.6,600
1696,ebcbc09552a7ba9a6e016861a635873387062ee9,492.1,527.8,512.5,460,617.6,667.9,628,676.4,760
1697,27e16393da6359424708a050f66c875419a1fb31,480.1,368.8,385.2,380,394,465.2,552.1,429.1,600
1698,ee802970bc71823875a11b790d98a34c6601e35f,433.3,522.3,552.3,600,453,483.6,516.1,483.5,0
1701,e57ec4bf52b9347ed3be6dad59ffd8f99d58072a,429.8,532.5,449.5,440,422.5,447.2,371.3,369.8,360
1702,e5a719da84b172bade27c1f61389cc74460cc4da,485.4,560.6,568.9,580,447.7,471.6,470.5,422.6,480
1703,10208b09bb9aac5776f0092d08807b4a93150d0d,423.5,484.5,446.2,320,481.8,397.9,449.8,519.1,480
1704,4fe9b8abaf99cc5485fd9a196235166fbac553b6,408.6,539.4,471.2,540,598,633.7,602.2,534.2,540
1705,7d12a3dcba309255f5e841bd9ed885f2195466bb,443.9,553.4,501.9,440,370.6,434.9,450.2,402.1,400
1706,1d99cb01ecdaad2f21bb9538a57ac91823744125,521.8,605.4,581.2,720,503.9,602.4,604.6,442.6,840
1708,dfc8df62be48b4b815e6fd18a3d9823259c35858,460.4,414.5,461.9,380,460.3,598.9,584.7,366.9,600
1709,9f9a7c80e345d490250c4849330b45383a86f144,579.9,584.3,580.7,600,438.6,564.6,508.4,550.5,480
1710,830a84bcfe5c2926f032e0cf1fe35e5578136c12,428,631.2,484.6,600,453.6,531.5,483.3,403.4,440
1711,01a08f233725c5ded68d4802becc4d774d532994,601.6,637.7,596.5,500,487,518.4,521,540.9,680
1713,62c9f4cb338279f3e3dc6ac37bdee82ce0505750,392.6,529.4,531.2,500,389.8,511.5,480.5,407.6,340
1715,7d778b7515045a7727f184e072593b861a5cdd3b,429.8,498,413,360,484,544.9,504,446.8,360
1716,8cf0dbe4fcea48903eeb1d91c676ee60c4bcf51b,444.3,511.4,499.4,400,534.6,522.1,436.9,383.2,520
1717,9ae4da56a8db81af0caf990ae6fdb45e58601fb4,372.7,473.8,430.9,520,454.6,504.4,456.7,488,380
1718,0316f67e6e3ba4412fcc20519793e2e80ad234b1,378,554.8,520.1,520,444.3,478.8,447,376.8,560
1719,7445f90d807cb216b27ef662dcda107e59ef9ef4,422.6,515.6,553.6,640,483.3,452.8,427.4,635.9,520
1720,7d5816ced6de8b7762dceb869f14673dfa0665e1,521.1,502.7,520.6,560,563.3,583.5,465.6,654.2,840
1721,6830fd333d1fad4de7b3e17bb0be381413a4f55d,368.2,512.9,449.9,460,449.7,535.6,631.4,405.7,440
1722,5107a030c384be7852cc120d7e509e46680b942f,545.6,589.2,601.8,580,389.1,417.6,375.6,363.4,260
1723,8f71bd9e927f9eb966b110496452521a980cc991,525.6,602.2,577.4,440,477.3,457.2,497.6,489.7,480
1725,f023a967d599c0b13c9668b23c15d0150edad2dd,546.7,522.1,544.4,480,451.1,518.5,546.7,373.9,580
1726,1933703dbe039b2c6ae49bbe3faabf5ca31f4d79,432.1,546.6,500,560,463.5,537.9,545.9,427.1,600
1727,a18d0f68426b0e4dea7f437a3eab477b1e0be1a0,486.2,555.1,618.9,580,601.5,598.1,614.2,472.6,680
1728,dc92aaa76343666c1ec20cc41c875e864e2d6ad4,489.4,488,494.6,440,518.8,547.3,567.6,527.8,500
1729,67e4d2195af1d4908c534532a337a853f0b3eba5,638.2,720.8,631.9,880,444.8,488.7,449.2,385.6,480
1731,1d54cca6dd5469a3d8096674fbfd706fba17d465,389.7,366.7,512.2,340,686.1,697,650,908.8,640
1732,837285635890d35f81a26bc0c0febd72eaf0795f,543.8,587.8,611.9,620,459,466.4,592.8,584.7,680
1734,c7bdce315a393a36f6564cf267a2fb1784cb67a6,433,473.2,512.5,280,422.4,529.6,536.8,596.8,540
1735,be725ab1c9a7ebcb64ca2208556f135c601c0795,385.8,584.5,571.4,680,543.1,558.2,591.1,676.8,600
1737,a3c5a105c7a5a09abdd71798ff0aa3fb9230bd5d,437.5,572.1,585.6,500,496.2,514.9,499,399.6,560
1738,79aa7cbe62675b628e65ca0e42ef14e4bcd254e4,412.1,538.6,485.8,600,507.3,454,546.8,366,480
1739,6939ee2ff992ac6b7443a9cff18f25eeafe6b67a,589.8,556.3,566,680,616.6,612.1,606.4,530.7,860
1740,6cb6d0fb483677807fa4709359282dda53262fe4,369.4,492.3,435.4,0,648.7,654.2,656.4,672.4,760
1741,91063e48f730917c0d9db5e5268073e1fc0ef9c1,566.4,636.9,571.5,700,465.4,454.6,531.8,469.3,500
1742,9c918fd6377dddb0271432f900f514e52f81cd5b,562.6,595.8,544.2,680,468.7,471.5,495.2,430.5,400
1743,cdc98a05234e974ca0909162e91edd4f9bd6fbeb,393.1,419.6,435.5,420,429.1,522.3,405.7,345.9,440
1745,bdc86b3f02e4ea6f4e90f2a9b383caa5455c8ac5,539.3,597.6,581,680,463.2,564.8,520.1,624.6,660
1746,412fa38ea36b5152ec84b7c7a020032457f3150b,374.3,546.1,483.8,580,381.9,481.9,505.6,362.6,560
1748,d5895469abcad00eb7d0f105337d5533e361e974,390.4,551.8,454.5,560,370.3,490.6,464.2,452.6,520
1750,2cbf4f5a96fb7d8a65195e1d1814f570a1a00cc6,408.7,470.5,503.8,540,427.8,436.6,494.5,410,400
1752,5fe14677f2d5ef12633fdfed5ea1c9cee1a6ddac,411.8,523.7,406.3,460,475.6,548.7,534.1,533.1,820
1753,cf629245725023868700f1a68cca06d9f7098dfd,451.5,425.8,427.8,400,442.7,562.5,542.4,463.7,520
1754,31e023624cb43e5ebb66cbd6339598bd05c3887b,424.8,508,484,420,427.6,518.7,448.7,472.4,660
1755,a8535ee418f45e5a0ab8e267307b78bdcb43ca1a,501.4,504.4,381.9,520,463.3,496.4,542.2,440.3,520
1756,d30b679ffca5529a1dc7444a7b3852fa6d3c1401,404.8,436.6,432.9,400,419.3,520.3,490.7,374.7,320
1757,b1cf35d19533e7ba0e50791368bb5ab2972bc81e,530.5,621.2,580.4,620,411.9,521.7,488,432.6,320
1760,6ffad4a5c8cee2ccedcbd5f58dab539058ee1c92,503,561.2,547.3,540,448.4,488.4,459.8,519.5,480
1761,b75b5d8968fc9fbe0150535f12e2415704e786ab,461.4,565.4,470.8,500,388.4,462.5,415.5,409.5,560
1762,fc129f6792f5f0d1b00f717092200f8b79ac08b8,531.6,505.8,573.9,600,581.7,645.9,604.1,630.1,620
1763,61591e4809bbfebc15f6520e549334e1fc6e0d13,560.2,449.6,491.9,420,470.2,541.3,530.2,555.6,520
1765,f6ab21c4f68401fe4558a3a48bd2771f24fa9642,452.1,543.7,533.5,600,591.9,586.2,625.6,586.4,600
1766,c0ed7fb489c2db6ccadf133c91ccdd3983e2a7e8,454.1,455.7,455.7,620,477.6,441.9,462.4,372.3,460
1767,c5895aab03f78d4b0c551da300b346e7ede75657,481.4,483.1,460.4,580,419.2,547.5,472.1,388.2,540
1773,d27c9db60d09e5a5613768c6fc86e004791982c9,578.3,638.4,627.6,600,429.2,641.4,560.5,479.7,520
1774,c363bec718e45cd6bf8cba599cc3990d77f95c22,754.7,759.9,708.9,920,519,616,604.4,487.2,540
1775,50a0e7183e16dff0f02b57b87cab72d20733eb95,452.3,520.7,517,380,502.9,562.8,526.9,660.2,680
1776,50b5ce6daae798b2a20bdfb1b7ae714193948e62,378.6,517,521.7,480,416.1,414.2,566.4,377.7,460
1777,580169d1f82af2f7df48bdb202bc29b4de0827c2,507.2,480.4,477.1,620,553.9,532.5,587.1,495.1,480
1779,dca3ec92b9e43385e29721fc0d1055477650c917,463.2,580.5,469.4,500,461.6,574.2,583.4,464.4,520
1780,6c7f3ec08e0402c3670f56a9b8ce619c39010560,544.6,591.4,569.2,560,555.1,444.6,582,598.2,680
1781,1513ad16109a8979d1ddc02c5cfd58dfcc683b9b,435.1,514.5,460.2,400,446.8,502.1,463.2,558.1,320
1782,5fc3957e5a6c497578d3bb27f5f375f50b2c55f0,480.4,583.6,537.4,640,437.2,390.9,462.2,382.1,600
1783,aec2c57d63fe56cfac41950ca4c934cc3759390f,428.7,558.8,577.8,740,419.6,531.3,454.2,436,480
1784,f2f663aeb034de09a91210779cdbc4c612285ec3,559.7,553,624.2,500,411.3,498.1,353.8,440.7,560
1785,5f93400386d57b6db8c6a61f200ca9aa6b6c831c,519.1,633.6,560.4,580,488.2,478.7,519.8,672.2,500
1786,a62682d38e5fdcde960762f9a939f5a6af89c8e3,430.3,434,401.1,520,472.6,570.8,503.9,508.1,460
1787,6bfaa9604ff9a85222311c1218fa25770202f6ce,395.8,533.9,532.3,520,696.4,698.8,691.7,712.8,920
1788,baf4a7108d45405b3534a38d5429d88941445dac,668.5,695.9,642.2,760,381.3,386.7,449.8,423.1,520
1789,b2b3409307137dbb8208e071880baaeab7ec17e0,511.6,586.5,625.5,740,459.1,475.4,496.5,385.8,440
1790,78dd4bb66bba39f81056c5c3575ea3f598e85e08,465.4,557,560.7,480,623.2,649.4,679.2,532.5,880
1791,bd328531283255d75aed0e5d52211ad1eb67246a,392.5,540.9,537.1,580,501.1,603.6,570.2,494,540
1792,8003642991caa3741b8b8214fa7cca6c1820db86,420.3,513.4,437.9,420,388.4,558.9,465.8,350.7,400
1793,8e4ba04b76a718603efb41284d8b1db4600bbceb,409.2,424.1,383,420,376.8,561.6,597.1,377.2,640
1794,17e826209db27c2e13c1b42364afb66391c3db1e,449.8,462.3,486.9,560,502,511.9,518.2,461,600
1795,fad802fa30b02c02621a21979e3f570baf740f47,490.1,567.2,604.9,760,433.5,497.2,515,494.2,520
1796,85b310c475c909288c20c88878aebd61e06e642d,440.2,503.5,477.4,520,685.2,634.6,625.4,758.2,800
1797,47a9b7e5ce0334e224ba751013cb77accc89dd5c,461.9,493.9,507.9,480,559,547.6,501.9,468,600
1798,1de131f79011c4ed27f5f68fe2ad206d39454982,395.3,594.5,582.2,680,416.4,553.9,555.7,346.8,520
1800,a53adad378d7d969968a98adb888aed6ab7fd7ed,495.3,572.9,582.8,580,394.5,543.4,568.1,404.4,560
1802,1a242be3387cf3bd1c90a62db737b14079c2823e,446.7,522.3,484.9,560,438.4,488.7,410,337.3,320
1803,df98e83472e030a418ae07c349445690a3ed0e30,425.1,585.5,550.1,520,565.3,688.6,655.9,442,620
1805,86e731066e351670ae094b59499e413dbfb404c3,477.9,449.1,511.3,760,508.9,518.4,485.5,410.3,560
1807,85635f7bc28c2a6cef26da5a20bf1c80ccc4f9b5,600.4,663.6,672.6,860,406.3,541.8,480.7,466.9,460
1808,8a71293765196e4ffdb21725bd389f75444e8170,516.3,548,529.2,560,489,465.5,419.6,525.9,420
1809,48f0087a3b025969acdf9e28c651f04a3ca09692,400.8,557.4,508,520,622.1,608.6,623.7,497.6,600
1810,aab81fc17850ec76ffb65aa8792a1e69fa99e183,412.9,514.6,550.5,460,369,500.9,418.7,449.2,580
1812,e1a2fa92a4bf0ea2c2f658da9ef93a64b2343a98,419.7,517,520.2,560,494.2,482,526.7,409.4,400
1814,6c860c84d8a790be80fe0e8c6dd440015db115d4,450.7,491.6,567.7,580,471.8,580.3,481.6,632.1,520
1815,724853d5dda1997b6d26922d3a1e33c99fd64535,418.4,496.5,542.7,580,587.7,639.1,560.2,622.8,640
1816,faa4a182b09cc7f407f65f909a43cb343da70888,452.7,487.4,523.8,340,591.2,636.8,647.8,558.8,720
1818,4decd3fc04eefeca56eb4dd2f7b88e755b3d7bdc,482.7,374.4,381.8,300,484.7,531.2,554.2,413.4,680
1820,7554a17cb5fe0ee2acae424d6194396cb033cbca,543,384.7,371.4,340,488.2,575.9,588.9,426.2,560
1822,741207dbac179e78eca28c705ef42e71f97b9a8a,404.3,614.2,629.1,800,534.7,568,513.2,544.2,620
1823,b3745024b7fa89bbf4e246f75fcb23e1f42c16fb,630.7,652.2,629,920,448.3,511.4,478,490.9,460
1828,8684787d41f09ef1edbc107fb842d639885683d0,403.4,501.3,397.1,520,483.6,626.4,583,449.6,560
1830,a676b8e3dd80f852ba847370fe26c1fd7cb6ba62,542,631.3,579.8,420,415.7,472.1,416.5,498.4,440
1831,a885c6414c26d4d629e03aed0474afc2f7c65290,470.7,576.7,522.3,580,487.8,606.8,630.9,565.5,920
1832,f49f22bbb86d432834998272529a13f15c6730dc,512.1,566.9,545.6,580,497.8,480.1,466.4,420.2,400
1833,d544326f8af83fa4069d6d56482b05b23a30fd1d,529,555.5,568.7,480,437.8,401.4,503.4,380.3,500
1834,04da8607bc8818c7326abd5c0db036d35caf9b2b,404.4,454.6,415.3,400,383.4,561.3,392.4,560.2,540
1835,135edbe9a301953a3bd1014bd2e4dc84c591356f,398.6,478,368.1,480,408.7,446.2,481.2,413.9,560
1837,49dd19ce61d644f1d822e223f692fd26203d288a,516.3,553.9,568.4,420,564.6,604.5,589.1,682.8,540
1838,e6375694613198f8db0720d7a8a04d8263116116,704.1,696.6,649.9,980,445.2,533.3,513.4,502.7,460
1839,061ff1e6d897f2f8dc6cfabe7353a534b9394b9d,434.8,585.1,464.1,400,406.5,373.1,419.6,359.3,320
1840,4723ae34d56d7f758594c7c0c60bbfe2bbcd46d0,406.1,487.7,462.5,440,398.5,392.3,495.5,446.7,420
1841,535636c1160aa647a3d7e68572558f530b844417,472.4,618.1,545.4,760,472.4,545.1,534.7,412.2,360
1842,50e427449649dcf6ebe936aa3025313caf572fba,650.9,620.2,602.1,700,582.5,599.7,570.6,590.3,540
1843,90dfb713cc19fb1ca6bc6e088986965037e1933a,488.2,545.9,513.5,720,482.1,535.8,415.3,369.6,460
1844,4b2b45e63a9d63a5f26ce7d20bbe3fbaed537633,591.3,618.2,515.6,820,623.9,683,667.9,705.4,940
1847,9463701727df93d2f445459b071768a54f6ad9ad,399.5,436.8,483.3,540,378.8,506,513,430.9,560
1850,a90bce36511499b7fa139474cefee24febb8c257,417.2,430.1,472.5,380,480.6,471.4,491.5,375.4,320
1851,8298e89f71c60462bb6195411609712279447164,387.8,587.2,570.5,660,671.6,628.3,569.9,757.2,720
1852,515ac06f939efc95ad2d977642d02dfbd4f3d7b8,597.1,589.8,571.1,680,417.8,528.6,527.9,429.8,480
1853,48197c6d454dc6baa5cd06dd2ad76595b250805e,390.8,497.6,537.1,540,349.4,453.8,480.2,385.3,640
1858,e29ee102b715ad1ebfacf8283252e05b1ebb9b77,404.8,500.3,482.4,480,573.2,597.3,613.6,604.6,960
1859,a35a0f18027b28b8bb8c084b6b90feaad9199790,461.7,491,411.3,320,422.9,458.2,486.4,367.8,420
1860,b7109998b806bd3870c7c31ae1629d38a87f0ed6,599.4,613.1,567.5,540,562.5,634,635,496,500
1863,2906a09bb43da5e4eda2de256e3a34e066ca095e,572.3,623.8,558.5,700,526.5,510.1,559,475,580
1864,fd79f04bf92c6270f1035be4c92959aa08fef4f3,443.4,553.5,520.3,560,419.3,429.6,443.8,357,460
1865,ab73810bdc3e819c4bcea28103c55ac80ea30c03,483.5,494.2,504.2,580,532.9,527,494.4,454.3,660
1866,a4836905c06f98462930a1697c72d4be5e87ae8b,626.2,644.7,581.7,600,482.4,624.5,544.9,553.9,500
1867,cb448066ba19c1f7cbc22d4311fee7ae702424a7,516.5,586.7,564.3,360,377.4,425,462.5,391.6,0
1869,9de009d0670ccb1c6a21327cf63a068faed2c0b9,435.8,444.7,392.2,520,528.4,535.3,538.7,339.2,480
1872,bc418bac28a39cf5cd1fcfcdb8d602bafe8afa59,443.3,472.8,502.7,500,409.8,494.5,485.9,515.6,620
1873,da7885599ac3e75dc61291a5b5cbfd3052e031b3,453.7,485.8,532.2,540,507.3,645.7,458.1,720.5,700
1874,05805ad5d00b5629bd5ef803a4131ebe106108fb,561.6,565.6,565.2,640,383.4,479.2,496.7,480.6,400
1875,542e93cb0b06bdfcded806a4d6685105ff152cbb,484.4,517,435.5,560,563.2,552.9,504.2,387.3,560
1876,11c8a63f14d5f0186240eac53bc379837a3f779b,389.8,564.3,575.2,460,420.1,555,493.5,497.8,540
1877,b68d3f91478cfca8343e864a1f75e66d845d73bf,430.2,459.1,504.6,0,451.3,381.7,438.3,487.5,320
1878,b03903c9474730a56a341ae98dcf0b542b5554fa,393.6,534.9,442,800,422,387,481.9,431.5,360
1879,063dd8048c113c011a149c9d954fa3536fa72a28,409,487.3,533.9,420,563.7,600.1,577.7,498.2,760
1880,80ebcab6d61c93a33737d445d07dca3e0c9dd17d,467.6,494.8,449.6,440,419.6,548,540.2,545.8,720
1881,52b854afb52256da49125f35c7592f9c44e39e04,519,350.9,490.2,420,400.8,548.2,548.6,554,440
1882,a13f88a8dd456a4d70d23616d00c436fd8496d5a,557.5,564.5,583.7,600,450.2,507.4,517.4,557.8,380
1884,6652bbcd35ffb469ade112ab6699180f1f75c3b1,521,524,549.5,620,555.5,574.8,518.2,584.4,720
1885,1ebcab2ab74926bbad5abdbdb6704fe436735539,447.2,588.1,540.7,480,525.5,548.6,485.2,469.3,520
1886,4a2c33c7b834f6d028a554d0e117441e036c3e08,450.5,488.1,479.9,560,463.4,612.4,584.2,505.2,680
1889,ff66c579488371b92cf83705b37228455ecd7d77,542.4,514.8,500.3,580,393.1,562.9,573.1,485.2,520
1890,b3a8c2bdbe1ed70afb184869227878e1d88a3b9e,453.3,408.9,452,0,380.1,517.2,537.3,448.4,560
1892,a361501d95aa685fac08b24c84d967dc7f1b19f3,468.1,451.7,447.9,340,504.8,586.1,563.7,453.1,600
1893,4454433a9e3b8271e0f3e2c10cb45366bbe8e24f,407.2,560.3,566.5,600,440.6,528.5,423.4,565.8,420
1894,9c7a6ed4833a637c7a2a3b2189f12974bbcc320c,445.7,406.4,431,340,398.7,484.9,378.6,348.2,0
1895,2f7ef63e51d6063d9df50b4ee8e69397996571bf,465.8,497.2,518.6,600,452.7,482.7,573.6,416.1,580
1896,75325ae04f42fc9c6840bbe1c1fe8277641b90d5,610.2,625.4,621.5,720,510.8,594.6,569.4,513,580
1897,1a3f885c6bc5f04e7b1368dedc9af938f08eff61,517,559,594.7,560,444.8,536.1,545.3,479.9,680
1898,c825a533c22276cc002a5307773b6a7d65b0b299,458.6,428.9,517.7,240,658.2,638.5,646.9,811.2,840
